variant,round,dtype,M,N,block_dim,operation,scalar_median_ms,vector_median_ms,scalar_over_vector_ratio,latency_reduction_pct
old,3,fp16,1,16,32,split,0.012800000608,0.013424000144,0.953516125647622,-4.874996143437681
old,3,fp16,1,16,32,fused,0.00748799964786,0.00810000002384,0.9244443982495365,-8.173082328534887
old,3,fp16,1,64,32,transform,0.0107160001993,0.0102880001068,1.0416018748111313,3.994028411159963
old,3,fp16,1,64,32,split,0.0172680005431,0.0168280005455,1.026146897036895,2.548065692387409
old,3,fp16,1,64,32,fused,0.0135199993849,0.013560000062,0.9970500975724849,-0.2958630097622249
old,3,fp16,1,128,32,transform,0.0186639994383,0.0167280003428,1.1157340420747472,10.372905881722103
old,3,fp16,1,128,32,split,0.0288239985704,0.0266319990158,1.0823069854162863,7.60477263154951
old,3,fp16,1,128,32,fused,0.0248280003667,0.02345200032,1.0586730354735046,5.542129959630295
old,3,fp16,1,256,32,transform,0.0373959988356,0.0320959985256,1.1651296284106156,14.172640055156215
old,3,fp16,1,256,32,split,0.0542159974575,0.0488079994917,1.1108014674258397,9.974911869950079
old,3,fp16,1,256,32,fused,0.0483759999275,0.0449239999056,1.0768408874800504,7.135769859172811
old,3,fp16,17,16,32,transform,0.00757199972868,0.00771199986339,0.9818464552398917,-1.8489189081680715
old,3,fp16,17,16,32,split,0.0131559997797,0.0135800004005,0.9687775693449621,-3.222868865156423
old,3,fp16,17,16,32,fused,0.00814799964428,0.00855199992657,0.9527595549861008,-4.958275649577545
old,3,fp16,17,64,32,transform,0.0117559999228,0.0113080002367,1.0396179409906643,3.8108173617042365
old,3,fp16,17,64,32,split,0.0198159992695,0.019415999949,1.0206015307761989,2.0185674972024383
old,3,fp16,17,64,32,fused,0.0150999993086,0.0146760001779,1.0288906463314496,2.8079413914841553
old,3,fp16,17,128,32,transform,0.0204199999571,0.0182640001178,1.1180464205756753,10.558275435012241
old,3,fp16,17,128,32,split,0.0317600011826,0.029835999012,1.0644859308993195,6.0579411176284275
old,3,fp16,17,128,32,fused,0.0262120008469,0.0247559994459,1.0588140827916013,5.554712932844251
old,3,fp16,17,256,32,transform,0.0389519989491,0.0335079997778,1.1624686405455573,13.976174055698328
old,3,fp16,17,256,32,split,0.057267999649,0.0519119977951,1.1031746432691818,9.352521280169288
old,3,fp16,17,256,32,fused,0.0498560011387,0.046167999506,1.0798822056870951,7.39730734207891
old,3,fp16,257,16,32,transform,0.0193159997463,0.0157920002937,1.2231509236993778,18.243940251008897
old,3,fp16,257,16,32,split,0.0352079987526,0.0319319993258,1.1025929943620254,9.304702178103994
old,3,fp16,257,16,32,fused,0.0261559993029,0.0233040004969,1.1223823697729232,10.903803647386512
old,3,fp16,257,64,32,transform,0.0663720011711,0.0303279995918,2.18847276656669,54.306034085641585
old,3,fp16,257,64,32,split,0.100251996517,0.0642279982567,1.5608768642659996,35.93344722485533
old,3,fp16,257,64,32,fused,0.0919520020485,0.0578320026398,1.5899847463559669,37.10631486925477
old,3,fp16,257,128,32,transform,0.140235996246,0.0500320017338,2.8029259551144663,64.32299618278137
old,3,fp16,257,128,32,split,0.202148008347,0.112144005299,1.8025752496357696,44.523813904464674
old,3,fp16,257,128,32,fused,0.188520002365,0.104864001274,1.797757095615821,44.37513263395295
old,3,fp16,257,256,32,transform,0.301435995102,0.0921599984169,3.270789933593615,69.42634591939995
old,3,fp16,257,256,32,split,0.419551992416,0.21022799015,1.9956999641990822,49.89226747812657
old,3,fp16,257,256,32,fused,0.39582400322,0.200979995728,1.9694696568493104,49.224909532256234
