variant,round,dtype,M,N,method,block_dim,groups,median_ms,median_us,min_group_ms,max_group_ms
new,1,fp16,257,256,vector_transform,32,5,0.0392320007086,39.2320007086,0.0391400009394,0.0393999993801
new,1,fp16,4096,16,quant_only,32,5,0.162135994434,162.135994434,0.161784005165,0.162595999241
new,1,fp16,4096,16,scalar_fused,32,5,0.326275992393,326.275992393,0.325975990295,0.32682800293
new,1,fp16,4096,16,scalar_split,32,5,0.386579990387,386.579990387,0.386012005806,0.386944007874
new,1,fp16,4096,16,scalar_transform,32,5,0.224927997589,224.927997589,0.224731993675,0.225311994553
new,1,fp16,4096,16,vector_fused,32,5,0.224744009972,224.744009972,0.224492001534,0.224832010269
new,1,fp16,4096,16,vector_split,32,5,0.273052000999,273.052000999,0.272476005554,0.273395991325
new,1,fp16,4096,16,vector_transform,32,5,0.111228001118,111.228001118,0.110756003857,0.111507999897
new,1,fp16,4096,64,quant_only,32,5,0.447887992859,447.887992859,0.447548007965,0.448012018204
new,1,fp16,4096,64,scalar_fused,32,5,1.25516796112,1255.16796112,1.2550359726,1.25532798767
new,1,fp16,4096,64,scalar_split,32,5,1.33945598602,1339.45598602,1.33915596008,1.33959197998
new,1,fp16,4096,64,scalar_transform,32,5,0.892220020294,892.220020294,0.892039966583,0.892467975616
new,1,fp16,4096,64,vector_fused,32,5,0.544199991226,544.199991226,0.543983983994,0.54439201355
new,1,fp16,4096,64,vector_split,32,5,0.584195995331,584.195995331,0.583996009827,0.584312009811
new,1,fp16,4096,64,vector_transform,32,5,0.136948001385,136.948001385,0.136559998989,0.137047994137
new,1,fp16,4096,128,quant_only,32,5,0.842123985291,842.123985291,0.842028045654,0.842440032959
new,1,fp16,4096,128,scalar_fused,32,5,2.62121601105,2621.21601105,2.62113609314,2.62132396698
new,1,fp16,4096,128,scalar_split,32,5,2.76069602966,2760.69602966,2.76054401398,2.76229991913
new,1,fp16,4096,128,scalar_transform,32,5,1.91879196167,1918.79196167,1.91852798462,1.9189119339
new,1,fp16,4096,128,vector_fused,32,5,0.957824039459,957.824039459,0.957631969452,0.957987976074
new,1,fp16,4096,128,vector_split,32,5,1.00777597427,1007.77597427,1.0073679924,1.00942401886
new,1,fp16,4096,128,vector_transform,32,5,0.1662520051,166.2520051,0.165659999847,0.166315996647
new,1,fp16,4096,256,quant_only,32,5,1.62710800171,1627.10800171,1.62703990936,1.6272480011
new,1,fp16,4096,256,scalar_fused,32,5,5.5443321228,5544.3321228,5.54400405884,5.55070800781
new,1,fp16,4096,256,scalar_split,32,5,5.78869590759,5788.69590759,5.78847198486,5.78904418945
new,1,fp16,4096,256,scalar_transform,32,5,4.16209983826,4162.09983826,4.16188812256,4.16322402954
new,1,fp16,4096,256,vector_fused,32,5,1.79747200012,1797.47200012,1.7972360611,1.79767608643
new,1,fp16,4096,256,vector_split,32,5,1.85055999756,1850.55999756,1.85027198792,1.85083999634
new,1,fp16,4096,256,vector_transform,32,5,0.223907995224,223.907995224,0.223672008514,0.224095988274
new,1,fp16,16384,16,quant_only,32,5,0.605452013016,605.452013016,0.604300022125,0.605836009979
new,1,fp16,16384,16,scalar_fused,32,5,1.28700399399,1287.00399399,1.28637199402,1.28823604584
new,1,fp16,16384,16,scalar_split,32,5,1.49301595688,1493.01595688,1.49297199249,1.4946559906
new,1,fp16,16384,16,scalar_transform,32,5,0.887588024139,887.588024139,0.887415981293,0.889708042145
new,1,fp16,16384,16,vector_fused,32,5,0.870788002014,870.788002014,0.87033996582,0.871191978455
new,1,fp16,16384,16,vector_split,32,5,1.03574399948,1035.74399948,1.03477602005,1.03612003326
new,1,fp16,16384,16,vector_transform,32,5,0.43015999794,430.15999794,0.429932022095,0.431139993668
new,1,fp16,16384,64,quant_only,32,5,1.77166805267,1771.66805267,1.77149600983,1.77223205566
new,1,fp16,16384,64,scalar_fused,32,5,5.00111999512,5001.11999512,5.0007598877,5.00131988525
new,1,fp16,16384,64,scalar_split,32,5,5.3245639801,5324.5639801,5.32400016785,5.32513999939
new,1,fp16,16384,64,scalar_transform,32,5,3.55336418152,3553.36418152,3.55260391235,3.55514793396
new,1,fp16,16384,64,vector_fused,32,5,2.14636001587,2146.36001587,2.14500808716,2.15208396912
new,1,fp16,16384,64,vector_split,32,5,2.29095191956,2290.95191956,2.2903799057,2.29129199982
